               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.014903,           0.0036338,           0.0022417,             0.96461,             0.95213,             0.95379,              0.8796,            0.012762,           0.0034562,           0.0098525,            0.005116,            0.005116,            0.005116
                 150,             0.01493,           0.0036121,           0.0022829,             0.96474,             0.95213,             0.95237,             0.87036,            0.013145,           0.0033329,           0.0099451,            0.005083,            0.005083,            0.005083
                 151,            0.014653,           0.0036553,           0.0021958,             0.96482,             0.95213,              0.9538,             0.87846,            0.012147,            0.003418,            0.010091,             0.00505,             0.00505,             0.00505
                 152,            0.015123,           0.0035793,           0.0021652,             0.96478,             0.95213,             0.95293,             0.87796,            0.012195,           0.0034254,            0.010166,            0.005017,            0.005017,            0.005017
                 153,            0.014792,           0.0035351,           0.0023614,             0.96456,             0.95213,             0.95297,             0.87653,            0.012354,           0.0034159,            0.009989,            0.004984,            0.004984,            0.004984
                 154,            0.013915,           0.0035678,           0.0022788,             0.96397,             0.95213,             0.95363,               0.882,            0.011941,           0.0033765,             0.00975,            0.004951,            0.004951,            0.004951
                 155,            0.013889,           0.0034253,            0.002336,             0.96501,             0.95213,             0.95292,             0.87844,            0.012054,           0.0032903,            0.010048,            0.004918,            0.004918,            0.004918
                 156,            0.014409,           0.0034806,           0.0022105,             0.96512,             0.95213,             0.95104,             0.87867,            0.012215,           0.0032763,            0.010209,            0.004885,            0.004885,            0.004885
                 157,            0.014681,           0.0035486,           0.0022684,              0.9643,             0.95213,             0.95244,             0.88429,            0.011689,           0.0032302,            0.010037,            0.004852,            0.004852,            0.004852
                 158,            0.014696,           0.0036434,           0.0021396,              0.9643,             0.95213,             0.95262,             0.87619,            0.012372,           0.0032298,            0.010075,            0.004819,            0.004819,            0.004819
                 159,            0.014132,           0.0035448,            0.002158,             0.96416,             0.95213,             0.95184,             0.88253,            0.012136,           0.0034043,           0.0099814,            0.004786,            0.004786,            0.004786
                 160,            0.014026,           0.0034279,           0.0022548,              0.9641,             0.95213,              0.9524,             0.88088,            0.012408,           0.0035694,            0.010048,            0.004753,            0.004753,            0.004753
                 161,            0.014079,           0.0034274,           0.0022537,             0.96448,             0.95213,             0.95366,             0.88063,            0.012272,            0.003343,            0.010269,             0.00472,             0.00472,             0.00472
                 162,             0.01433,           0.0034694,           0.0022288,             0.96452,             0.95535,             0.95044,             0.88014,            0.012009,           0.0033578,             0.01017,            0.004687,            0.004687,            0.004687
                 163,            0.013987,           0.0035264,           0.0022441,             0.96462,             0.95213,             0.95222,             0.88024,            0.011866,            0.003605,           0.0099094,            0.004654,            0.004654,            0.004654
                 164,            0.014317,           0.0035189,           0.0022099,             0.96533,             0.95373,             0.95436,             0.88187,             0.01216,           0.0033911,           0.0099821,            0.004621,            0.004621,            0.004621
                 165,            0.014302,           0.0035258,           0.0021007,             0.96442,             0.95579,             0.95427,              0.8822,            0.012196,           0.0033665,           0.0099281,            0.004588,            0.004588,            0.004588
                 166,            0.013733,           0.0034974,           0.0023579,             0.96317,             0.95585,             0.95455,             0.87073,            0.012426,           0.0035417,           0.0098243,            0.004555,            0.004555,            0.004555
                 167,            0.014622,           0.0034323,            0.002238,             0.96477,             0.95213,              0.9559,             0.88391,            0.012322,           0.0034251,           0.0099429,            0.004522,            0.004522,            0.004522
                 168,            0.014359,           0.0036898,           0.0023293,             0.96471,             0.95213,             0.95267,              0.8825,            0.012223,           0.0032631,            0.010221,            0.004489,            0.004489,            0.004489
                 169,            0.013973,           0.0036249,           0.0020414,             0.96525,             0.95422,             0.94994,             0.87572,             0.01228,           0.0034472,            0.010253,            0.004456,            0.004456,            0.004456
                 170,            0.013653,           0.0034643,           0.0020034,               0.964,             0.95565,             0.95063,             0.87999,            0.011826,           0.0035888,            0.010089,            0.004423,            0.004423,            0.004423
                 171,            0.013496,           0.0032965,           0.0020695,             0.96405,              0.9557,             0.95416,             0.87919,            0.012108,           0.0034476,           0.0099243,             0.00439,             0.00439,             0.00439
                 172,            0.013755,           0.0032584,           0.0021393,             0.96422,             0.95213,             0.95399,             0.88293,            0.011937,           0.0033007,           0.0099256,            0.004357,            0.004357,            0.004357
                 173,            0.013471,           0.0033266,           0.0022498,             0.96462,             0.95213,             0.95622,             0.88403,            0.012079,           0.0032691,           0.0098732,            0.004324,            0.004324,            0.004324
                 174,            0.013748,           0.0033497,           0.0022792,             0.96366,             0.95563,             0.95513,             0.88115,             0.01213,           0.0034068,            0.009964,            0.004291,            0.004291,            0.004291
                 175,            0.013616,           0.0033621,           0.0021572,              0.9653,             0.95558,             0.95042,             0.87638,            0.012209,           0.0033416,            0.010118,            0.004258,            0.004258,            0.004258
                 176,            0.013373,           0.0034383,            0.002184,             0.96121,             0.95664,             0.95014,             0.87875,              0.0118,           0.0035132,            0.010288,            0.004225,            0.004225,            0.004225
                 177,            0.013759,           0.0034067,           0.0020782,             0.96603,             0.95774,             0.95576,             0.88028,            0.012478,           0.0033561,            0.010235,            0.004192,            0.004192,            0.004192
                 178,            0.013492,           0.0034069,           0.0020699,             0.96342,             0.95584,             0.95628,             0.87724,            0.012091,           0.0033211,            0.010228,            0.004159,            0.004159,            0.004159
                 179,             0.01366,           0.0032252,           0.0021185,             0.96448,             0.95213,             0.95207,             0.87649,            0.012088,           0.0032709,            0.010421,            0.004126,            0.004126,            0.004126
                 180,            0.013301,           0.0033356,           0.0020691,             0.96575,             0.95733,              0.9519,             0.88009,            0.012206,           0.0032647,            0.010068,            0.004093,            0.004093,            0.004093
                 181,            0.012887,           0.0032179,           0.0020656,             0.96532,             0.95917,              0.9512,             0.87681,            0.011983,           0.0032304,           0.0099765,             0.00406,             0.00406,             0.00406
                 182,            0.013092,           0.0032656,           0.0019577,             0.96534,             0.95869,             0.95659,             0.87926,             0.01224,            0.003323,            0.010112,            0.004027,            0.004027,            0.004027
                 183,            0.012905,           0.0032031,            0.001985,             0.96344,             0.95584,             0.95146,             0.87778,            0.012027,            0.003324,            0.010106,            0.003994,            0.003994,            0.003994
                 184,            0.013272,           0.0032389,           0.0021287,             0.96492,             0.95362,             0.95421,             0.88289,            0.011987,           0.0034197,              0.0102,            0.003961,            0.003961,            0.003961
                 185,            0.012914,           0.0031483,           0.0024419,             0.96475,             0.95213,             0.95526,             0.88385,             0.01186,           0.0033739,            0.010134,            0.003928,            0.003928,            0.003928
                 186,            0.013414,           0.0031997,           0.0021962,             0.96464,             0.95213,             0.95032,             0.87772,            0.011827,           0.0033452,            0.010393,            0.003895,            0.003895,            0.003895
                 187,            0.013216,            0.003349,           0.0020412,             0.96468,             0.95213,              0.9477,             0.87205,            0.012161,           0.0032732,            0.010648,            0.003862,            0.003862,            0.003862
                 188,            0.012921,           0.0031124,           0.0021248,             0.96411,             0.95213,             0.95183,             0.88081,            0.012087,           0.0032393,            0.010166,            0.003829,            0.003829,            0.003829
                 189,            0.013122,           0.0031854,           0.0021478,             0.96437,             0.95213,             0.95468,             0.88481,            0.012041,           0.0032488,            0.010383,            0.003796,            0.003796,            0.003796
                 190,            0.013079,           0.0032293,           0.0021665,             0.96419,             0.95213,             0.95497,             0.88046,            0.012316,             0.00323,            0.010372,            0.003763,            0.003763,            0.003763
                 191,            0.012633,           0.0032372,           0.0020725,             0.96456,             0.95213,             0.95628,             0.88552,            0.011876,           0.0032698,            0.010291,             0.00373,             0.00373,             0.00373
                 192,             0.01256,           0.0031378,           0.0021198,             0.96416,             0.95213,             0.95407,             0.88294,            0.012301,           0.0032287,            0.010367,            0.003697,            0.003697,            0.003697
                 193,            0.012927,             0.00317,           0.0022073,             0.96366,             0.95213,             0.95081,             0.88125,            0.012213,           0.0033864,            0.010701,            0.003664,            0.003664,            0.003664
                 194,            0.012821,           0.0032901,           0.0020187,             0.96313,             0.95213,             0.95458,             0.88281,            0.012029,           0.0034378,            0.010705,            0.003631,            0.003631,            0.003631
                 195,            0.012818,           0.0032104,           0.0020364,             0.96369,             0.95213,             0.95636,             0.88638,            0.011872,            0.003262,            0.010682,            0.003598,            0.003598,            0.003598
                 196,            0.012503,           0.0031506,           0.0020298,             0.95606,             0.95973,             0.95696,             0.89212,            0.011881,           0.0032013,            0.010369,            0.003565,            0.003565,            0.003565
                 197,            0.012669,           0.0031741,           0.0020908,             0.96362,             0.95213,             0.95722,             0.88137,            0.011853,           0.0032499,            0.010224,            0.003532,            0.003532,            0.003532
                 198,             0.01266,           0.0031965,           0.0021043,             0.96429,             0.95213,             0.95881,             0.88462,             0.01178,           0.0031318,            0.010378,            0.003499,            0.003499,            0.003499
                 199,            0.012579,           0.0031277,           0.0020217,             0.95636,             0.95957,             0.95491,             0.88191,            0.011855,           0.0032628,            0.010558,            0.003466,            0.003466,            0.003466
                 200,            0.012519,           0.0032052,           0.0019903,             0.95635,             0.95989,             0.95626,             0.88333,            0.011723,           0.0032259,            0.010423,            0.003433,            0.003433,            0.003433
                 201,            0.012634,           0.0031598,           0.0020841,             0.96445,             0.95213,             0.95471,             0.87931,            0.011756,           0.0031394,            0.010358,              0.0034,              0.0034,              0.0034
                 202,            0.012468,           0.0031018,           0.0020637,             0.96435,             0.95213,             0.95759,             0.88457,            0.011827,           0.0031645,            0.010344,            0.003367,            0.003367,            0.003367
                 203,            0.012127,            0.003052,           0.0020587,             0.96453,             0.95213,             0.95727,              0.8853,            0.011898,           0.0031364,             0.01046,            0.003334,            0.003334,            0.003334
                 204,            0.012146,           0.0032029,           0.0019386,             0.96448,             0.95213,             0.95423,             0.88133,            0.011815,           0.0032172,            0.010353,            0.003301,            0.003301,            0.003301
                 205,            0.012249,           0.0031744,           0.0020373,             0.96448,             0.95213,             0.95499,             0.87782,            0.011923,           0.0032029,            0.010379,            0.003268,            0.003268,            0.003268
                 206,            0.012642,           0.0030745,            0.002189,             0.96461,             0.95213,             0.95709,             0.88726,            0.011779,           0.0032277,            0.010333,            0.003235,            0.003235,            0.003235
                 207,            0.012029,           0.0031032,           0.0019523,             0.96497,             0.95213,              0.9528,             0.88103,            0.011834,           0.0034428,            0.010482,            0.003202,            0.003202,            0.003202
                 208,            0.012113,           0.0030493,           0.0021945,             0.96471,             0.95213,             0.95162,             0.88303,             0.01173,           0.0032824,            0.010502,            0.003169,            0.003169,            0.003169
                 209,            0.012474,           0.0030589,           0.0022943,             0.96435,             0.95213,             0.94916,             0.87647,             0.01178,           0.0032388,            0.010544,            0.003136,            0.003136,            0.003136
                 210,            0.011928,            0.003096,           0.0021628,             0.96445,             0.95213,             0.95212,             0.87887,            0.011824,           0.0031932,             0.01069,            0.003103,            0.003103,            0.003103
                 211,            0.011944,           0.0030415,           0.0019892,             0.96431,             0.95213,             0.95491,             0.88536,            0.011953,           0.0031354,            0.010808,             0.00307,             0.00307,             0.00307
                 212,            0.012064,           0.0031408,           0.0020302,             0.96444,             0.95213,             0.95456,             0.88396,            0.011953,           0.0034224,            0.010773,            0.003037,            0.003037,            0.003037
                 213,             0.01181,           0.0029619,           0.0021675,              0.9644,             0.95213,             0.95722,             0.88754,            0.011961,           0.0033278,             0.01059,            0.003004,            0.003004,            0.003004
                 214,            0.011954,           0.0030951,           0.0019766,             0.96482,             0.95213,             0.95541,             0.88291,            0.011645,           0.0034168,            0.010634,            0.002971,            0.002971,            0.002971
                 215,            0.011989,           0.0030293,           0.0020425,             0.96537,              0.9528,              0.9573,             0.87893,            0.011822,            0.003247,              0.0107,            0.002938,            0.002938,            0.002938
                 216,             0.01196,           0.0029576,           0.0020996,             0.96532,             0.95291,             0.95774,             0.88167,            0.011725,           0.0033095,            0.010636,            0.002905,            0.002905,            0.002905
                 217,            0.011877,           0.0031036,           0.0019483,             0.96531,              0.9585,             0.95402,             0.87735,             0.01183,           0.0033451,             0.01054,            0.002872,            0.002872,            0.002872
                 218,            0.011916,           0.0029259,           0.0020907,             0.96529,             0.95855,             0.95432,             0.88323,            0.011967,           0.0033693,            0.010662,            0.002839,            0.002839,            0.002839
                 219,             0.01201,           0.0029549,           0.0020934,             0.96511,             0.95937,             0.95827,              0.8816,            0.012089,           0.0033491,            0.010616,            0.002806,            0.002806,            0.002806
                 220,            0.011552,           0.0029311,           0.0020046,             0.96478,             0.95959,             0.95825,             0.88424,            0.011769,           0.0033423,            0.010764,            0.002773,            0.002773,            0.002773
                 221,            0.011683,           0.0030282,           0.0019795,             0.96522,             0.95888,             0.95792,             0.89299,            0.011558,           0.0032454,            0.010811,             0.00274,             0.00274,             0.00274
                 222,            0.011665,           0.0030239,           0.0020262,             0.96517,             0.95956,             0.95618,             0.88692,            0.011606,             0.00323,            0.010685,            0.002707,            0.002707,            0.002707
                 223,            0.011543,           0.0029713,           0.0019673,             0.96495,             0.95942,             0.95243,              0.8807,              0.0116,           0.0033158,            0.010903,            0.002674,            0.002674,            0.002674
                 224,              0.0113,           0.0029038,           0.0018655,             0.96529,             0.95791,             0.95214,             0.87866,            0.011697,           0.0034086,            0.010957,            0.002641,            0.002641,            0.002641
                 225,            0.011617,           0.0030135,           0.0019822,             0.96539,             0.95778,             0.95642,             0.88886,            0.011518,           0.0033363,            0.010778,            0.002608,            0.002608,            0.002608
                 226,            0.011428,           0.0028596,            0.002017,             0.96528,              0.9591,             0.95826,              0.8888,            0.011585,           0.0032668,            0.010635,            0.002575,            0.002575,            0.002575
                 227,            0.011504,           0.0028955,           0.0020615,             0.96352,             0.95585,             0.95392,             0.88168,            0.011811,           0.0031977,             0.01072,            0.002542,            0.002542,            0.002542
                 228,            0.011359,           0.0028142,           0.0019968,             0.96347,             0.95583,             0.95503,             0.88086,            0.011781,           0.0032503,            0.010812,            0.002509,            0.002509,            0.002509
                 229,             0.01147,           0.0028692,           0.0020902,             0.96531,             0.95362,              0.9519,             0.87378,            0.011927,           0.0032572,            0.010815,            0.002476,            0.002476,            0.002476
                 230,            0.011041,           0.0028172,           0.0018646,              0.9649,             0.95213,             0.95129,             0.88019,            0.011811,            0.003269,            0.010808,            0.002443,            0.002443,            0.002443
                 231,            0.011167,           0.0029246,           0.0020099,             0.96482,             0.95213,             0.95108,             0.87792,            0.011891,            0.003308,            0.010876,             0.00241,             0.00241,             0.00241
                 232,            0.011112,           0.0028408,           0.0018695,             0.96486,             0.95213,             0.95102,             0.87709,            0.011829,           0.0032187,            0.010864,            0.002377,            0.002377,            0.002377
                 233,            0.011065,           0.0028897,           0.0019481,             0.96499,             0.95213,             0.95337,             0.88797,            0.011761,           0.0032306,            0.010937,            0.002344,            0.002344,            0.002344
                 234,            0.011076,           0.0029711,           0.0019092,             0.96502,             0.95213,             0.95398,             0.88685,             0.01193,           0.0031551,            0.011116,            0.002311,            0.002311,            0.002311
                 235,            0.011025,           0.0029666,           0.0018266,             0.96118,             0.95953,             0.95452,             0.87904,            0.011832,           0.0031808,            0.011303,            0.002278,            0.002278,            0.002278
                 236,            0.011265,           0.0028568,           0.0019954,             0.96089,             0.95919,             0.95361,             0.87996,            0.011809,           0.0033607,            0.011339,            0.002245,            0.002245,            0.002245
                 237,            0.010901,           0.0027864,           0.0019435,             0.96069,             0.95972,             0.95481,             0.88171,            0.011683,           0.0033478,            0.011158,            0.002212,            0.002212,            0.002212
                 238,            0.010978,           0.0027954,           0.0019965,             0.96118,             0.95982,             0.95207,              0.8859,            0.011658,           0.0032476,            0.011073,            0.002179,            0.002179,            0.002179
                 239,            0.011061,           0.0027863,           0.0020125,             0.96154,             0.95945,             0.95362,             0.88093,            0.011596,            0.003171,            0.011056,            0.002146,            0.002146,            0.002146
                 240,            0.010555,           0.0027972,           0.0018912,             0.96188,             0.95735,             0.95371,               0.883,            0.011725,           0.0032615,            0.011063,            0.002113,            0.002113,            0.002113
                 241,            0.010898,            0.002796,           0.0019707,              0.9646,             0.95213,             0.95228,             0.88016,             0.01173,           0.0031798,            0.011016,             0.00208,             0.00208,             0.00208
                 242,            0.010782,           0.0028407,           0.0019257,             0.96468,             0.95213,             0.94842,             0.87975,            0.011771,           0.0031988,            0.011092,            0.002047,            0.002047,            0.002047
                 243,            0.011172,           0.0027449,           0.0020306,             0.96472,             0.95213,              0.9522,             0.87706,            0.011729,           0.0032794,            0.011012,            0.002014,            0.002014,            0.002014
                 244,            0.010815,           0.0027433,           0.0019823,             0.96479,             0.95213,             0.95163,             0.88712,            0.011687,           0.0031315,            0.011021,            0.001981,            0.001981,            0.001981
                 245,            0.010447,           0.0028201,           0.0018871,             0.96257,             0.95596,             0.95135,             0.88094,            0.011705,           0.0031908,             0.01123,            0.001948,            0.001948,            0.001948
                 246,            0.010919,           0.0027755,           0.0019778,             0.96562,             0.95286,             0.95181,             0.88216,            0.011783,           0.0031657,            0.011286,            0.001915,            0.001915,            0.001915
                 247,             0.01062,           0.0027627,           0.0018703,             0.96491,             0.95213,             0.95257,             0.88399,            0.011744,           0.0032253,            0.011286,            0.001882,            0.001882,            0.001882
                 248,            0.010566,           0.0026431,           0.0019662,             0.96472,             0.95213,             0.94987,             0.87734,            0.011761,           0.0031871,            0.011464,            0.001849,            0.001849,            0.001849
                 249,            0.010394,           0.0027367,           0.0019893,             0.96468,             0.95213,             0.94908,             0.87828,            0.011634,           0.0031854,            0.011542,            0.001816,            0.001816,            0.001816
                 250,            0.010448,           0.0026454,           0.0018254,             0.96329,             0.95586,             0.94955,             0.88193,            0.011484,           0.0031567,            0.011423,            0.001783,            0.001783,            0.001783
                 251,             0.01089,            0.002712,           0.0020214,             0.96322,             0.95592,             0.94997,             0.87782,            0.011679,           0.0031424,            0.011463,             0.00175,             0.00175,             0.00175
                 252,            0.010537,           0.0026938,           0.0019207,             0.96292,             0.95594,             0.94964,              0.8789,            0.011601,           0.0031327,            0.011487,            0.001717,            0.001717,            0.001717
                 253,            0.010498,           0.0025279,            0.001866,             0.96353,              0.9559,             0.94987,             0.87879,            0.011647,           0.0032472,            0.011394,            0.001684,            0.001684,            0.001684
                 254,            0.010275,           0.0026731,           0.0018982,             0.96365,             0.95584,             0.95113,             0.88439,            0.011591,           0.0031801,            0.011337,            0.001651,            0.001651,            0.001651
                 255,            0.010302,           0.0026564,           0.0018471,             0.96457,             0.95213,             0.95298,             0.88561,            0.011388,           0.0032144,            0.011442,            0.001618,            0.001618,            0.001618
                 256,            0.010188,            0.002567,           0.0018418,             0.96473,             0.95213,             0.95158,             0.88182,            0.011485,           0.0033336,              0.0116,            0.001585,            0.001585,            0.001585
                 257,            0.010401,           0.0025201,           0.0018814,             0.96306,             0.95591,             0.95105,             0.88159,            0.011448,           0.0032253,            0.011644,            0.001552,            0.001552,            0.001552
                 258,            0.010545,           0.0026394,           0.0019501,             0.96296,             0.95592,             0.95162,             0.87947,            0.011499,            0.003217,            0.011627,            0.001519,            0.001519,            0.001519
                 259,            0.010169,           0.0026249,           0.0017702,             0.96549,              0.9534,             0.95529,             0.88758,            0.011347,           0.0031867,            0.011616,            0.001486,            0.001486,            0.001486
                 260,            0.010257,           0.0026693,           0.0019335,             0.96542,             0.95325,               0.954,              0.8838,            0.011436,           0.0031511,            0.011624,            0.001453,            0.001453,            0.001453
                 261,            0.010197,           0.0026957,            0.001935,             0.96134,             0.95969,             0.95207,             0.88225,            0.011572,            0.003229,            0.011669,             0.00142,             0.00142,             0.00142
                 262,            0.010055,           0.0025725,           0.0017891,             0.96536,             0.95347,             0.95327,             0.88503,            0.011557,           0.0031446,            0.011626,            0.001387,            0.001387,            0.001387
                 263,           0.0099469,           0.0026273,           0.0017406,             0.96318,             0.95588,             0.95362,             0.88305,            0.011555,           0.0031791,            0.011592,            0.001354,            0.001354,            0.001354
                 264,            0.010115,           0.0027197,           0.0018271,             0.96376,             0.95583,             0.95132,             0.88421,            0.011423,           0.0031676,            0.011597,            0.001321,            0.001321,            0.001321
                 265,           0.0099035,           0.0025577,           0.0018648,             0.96428,             0.95579,             0.95449,             0.88932,            0.011447,           0.0031927,            0.011641,            0.001288,            0.001288,            0.001288
                 266,            0.010056,           0.0025621,           0.0019369,             0.96422,             0.95579,              0.9527,             0.88574,            0.011398,           0.0031902,            0.011734,            0.001255,            0.001255,            0.001255
                 267,           0.0097659,           0.0026063,           0.0017969,             0.96388,             0.95585,             0.95363,             0.88692,            0.011391,            0.003192,            0.011753,            0.001222,            0.001222,            0.001222
                 268,             0.01003,           0.0026062,           0.0018694,             0.96367,             0.95588,             0.95379,             0.88719,            0.011345,           0.0031773,            0.011764,            0.001189,            0.001189,            0.001189
                 269,           0.0097974,           0.0026407,           0.0019351,             0.96343,             0.95591,             0.95426,             0.88861,            0.011488,           0.0032659,            0.011804,            0.001156,            0.001156,            0.001156
                 270,           0.0097739,           0.0024921,           0.0017682,             0.96342,             0.95589,             0.95529,             0.88838,              0.0114,           0.0032352,            0.011765,            0.001123,            0.001123,            0.001123
                 271,            0.009868,           0.0025939,           0.0018471,             0.96356,             0.95588,             0.95466,              0.8895,             0.01131,            0.003248,            0.011737,             0.00109,             0.00109,             0.00109
                 272,            0.010125,           0.0026113,           0.0019269,             0.96538,             0.95778,              0.9545,             0.88383,            0.011408,           0.0032354,            0.011715,            0.001057,            0.001057,            0.001057
                 273,            0.010195,           0.0026565,            0.001953,             0.96452,              0.9558,              0.9542,             0.88526,            0.011411,           0.0033115,            0.011723,            0.001024,            0.001024,            0.001024
                 274,           0.0099308,           0.0025998,           0.0018273,             0.96473,             0.95573,             0.95402,             0.88472,            0.011395,           0.0032887,            0.011809,            0.000991,            0.000991,            0.000991
                 275,           0.0096285,           0.0025474,           0.0017181,             0.96495,             0.95569,             0.95265,             0.88219,            0.011329,           0.0031478,            0.011856,            0.000958,            0.000958,            0.000958
                 276,           0.0097444,           0.0025133,           0.0019085,              0.9648,              0.9557,             0.95417,             0.88616,             0.01143,           0.0031695,            0.011882,            0.000925,            0.000925,            0.000925
                 277,           0.0097908,           0.0025725,           0.0017949,             0.96425,              0.9558,             0.95403,             0.89127,             0.01135,             0.00327,             0.01196,            0.000892,            0.000892,            0.000892
                 278,           0.0095965,           0.0024818,           0.0017787,              0.9641,             0.95582,             0.95198,             0.88831,            0.011415,           0.0032312,            0.012024,            0.000859,            0.000859,            0.000859
                 279,           0.0096362,           0.0024619,           0.0017927,             0.96407,             0.95587,             0.95044,             0.88307,            0.011433,           0.0032124,            0.012064,            0.000826,            0.000826,            0.000826
                 280,           0.0097738,           0.0024945,           0.0018178,             0.96383,              0.9559,             0.95072,             0.88209,            0.011429,           0.0032401,              0.0121,            0.000793,            0.000793,            0.000793
                 281,           0.0096201,           0.0023944,           0.0018208,             0.96376,              0.9559,             0.95262,             0.88505,            0.011388,           0.0032775,            0.012132,             0.00076,             0.00076,             0.00076
                 282,           0.0095419,           0.0024667,           0.0018457,             0.96363,             0.95591,             0.95451,             0.88742,            0.011308,           0.0032278,            0.012198,            0.000727,            0.000727,            0.000727
                 283,           0.0095419,           0.0023828,           0.0017908,             0.96365,             0.95592,             0.95532,             0.88611,            0.011348,           0.0031987,            0.012257,            0.000694,            0.000694,            0.000694
                 284,           0.0095526,           0.0024635,           0.0018685,             0.96343,             0.95593,             0.95481,             0.88719,            0.011379,           0.0032655,            0.012312,            0.000661,            0.000661,            0.000661
                 285,           0.0093993,           0.0024232,            0.001689,             0.96299,             0.95595,             0.95363,             0.88781,            0.011392,           0.0033063,            0.012338,            0.000628,            0.000628,            0.000628
                 286,           0.0096435,           0.0025189,           0.0018599,             0.96264,             0.95596,             0.95362,             0.88669,            0.011374,           0.0033185,            0.012354,            0.000595,            0.000595,            0.000595
                 287,           0.0097605,           0.0024178,           0.0017953,             0.96569,             0.95303,              0.9531,             0.88525,            0.011354,           0.0032633,            0.012384,            0.000562,            0.000562,            0.000562
                 288,           0.0098349,           0.0025683,            0.001901,             0.96566,             0.95309,             0.95265,             0.88664,            0.011354,           0.0032382,            0.012428,            0.000529,            0.000529,            0.000529
                 289,           0.0094133,           0.0023499,           0.0018315,             0.96276,             0.95598,             0.95195,             0.88238,            0.011329,           0.0032357,            0.012438,            0.000496,            0.000496,            0.000496
                 290,           0.0093095,            0.002455,           0.0017072,             0.96286,             0.95596,             0.95279,             0.88611,            0.011291,           0.0032206,            0.012447,            0.000463,            0.000463,            0.000463
                 291,           0.0096633,           0.0024702,           0.0019535,             0.96286,             0.95596,             0.95382,             0.88632,            0.011265,            0.003166,            0.012477,             0.00043,             0.00043,             0.00043
                 292,           0.0091668,            0.002326,           0.0016591,             0.96287,             0.95596,             0.95401,             0.88681,            0.011351,           0.0031815,            0.012505,            0.000397,            0.000397,            0.000397
                 293,           0.0097276,           0.0023805,           0.0019045,             0.96272,             0.95597,             0.95328,             0.88816,            0.011344,           0.0032254,            0.012539,            0.000364,            0.000364,            0.000364
                 294,           0.0091026,           0.0024674,           0.0017645,             0.96467,             0.95928,             0.95213,             0.88499,            0.011354,           0.0032453,            0.012585,            0.000331,            0.000331,            0.000331
                 295,           0.0093133,           0.0025295,           0.0017926,             0.96456,             0.95931,             0.95228,             0.88443,            0.011412,           0.0031971,            0.012642,            0.000298,            0.000298,            0.000298
                 296,           0.0089681,           0.0024128,           0.0016439,             0.96564,               0.953,             0.95142,             0.88426,            0.011344,           0.0031659,            0.012677,            0.000265,            0.000265,            0.000265
                 297,           0.0093545,           0.0024071,           0.0018627,             0.96566,               0.953,             0.95204,             0.88605,            0.011308,            0.003198,             0.01271,            0.000232,            0.000232,            0.000232
                 298,           0.0092303,           0.0024585,           0.0017353,              0.9657,             0.95302,             0.95268,             0.88534,            0.011345,           0.0032427,            0.012721,            0.000199,            0.000199,            0.000199
                 299,           0.0093154,           0.0023906,           0.0017478,             0.96575,             0.95299,             0.95265,              0.8871,              0.0113,           0.0032526,            0.012734,            0.000166,            0.000166,            0.000166
